,Rank,Gender,Age,Finish,Athlet url,Race url,Watch,Shoes,Distance,City,Year,Race Type,Watch Brand,Watch Error,Watch Error Abs,Shoes Brand,Finish Numeric
14,175,M,25-34,1:20:45,29544415,1931662948,Garmin Forerunner 235,NA,21.12,Valencia,2018,Halfmarathon,Garmin,0.022500000000000853,0.022500000000000853,NA,1.3458333333333332
15,176,M,35-44,1:20:46,21975148,1933200026,Garmin Forerunner 910XT,NA,21.29,Valencia,2018,Halfmarathon,Garmin,0.192499999999999,0.192499999999999,NA,1.346111111111111
16,177,M,35-44,1:20:49,17234453,1931548763,Garmin fenix 3,NA,21.38,Valencia,2018,Halfmarathon,Garmin,0.28249999999999886,0.28249999999999886,NA,1.3469444444444443
17,178,M,35-44,1:20:53,35925811,1932994439,Garmin Forerunner 235,NA,21.24,Valencia,2018,Halfmarathon,Garmin,0.1424999999999983,0.1424999999999983,NA,1.3480555555555556
18,179,M,25-34,1:20:54,14691073,1931733521,Garmin Forerunner 920XT,NA,21.2,Valencia,2018,Halfmarathon,Garmin,0.10249999999999915,0.10249999999999915,NA,1.3483333333333332
0,181,M,NA,1:20:56,5104721,1931756354,Garmin Forerunner 235,NA,21.1,Valencia,2018,Halfmarathon,Garmin,0.002500000000001279,0.002500000000001279,NA,1.3488888888888888
1,182,M,25-34,1:20:57,32821590,1931663234,Garmin Forerunner 235,NA,21.21,Valencia,2018,Halfmarathon,Garmin,0.11250000000000071,0.11250000000000071,NA,1.3491666666666666
2,183,M,35-44,1:21:00,25933917,1931545671,Garmin fenix 5,NA,21.3,Valencia,2018,Halfmarathon,Garmin,0.20250000000000057,0.20250000000000057,NA,1.35
3,184,M,NA,1:21:00,20036689,2064183340,Garmin Forerunner 920XT,NA,21.33,Valencia,2018,Halfmarathon,Garmin,0.23249999999999815,0.23249999999999815,NA,1.35
4,185,M,35-44,1:21:02,13388908,1931859742,Suunto Spartan Ultra,NA,21.31,Valencia,2018,Halfmarathon,Suunto,0.21249999999999858,0.21249999999999858,NA,1.3505555555555557
5,186,M,35-44,1:21:04,26135167,1931673038,Garmin Forerunner 225,Nike Elite 10,21.13,Valencia,2018,Halfmarathon,Garmin,0.03249999999999886,0.03249999999999886,Nike,1.3511111111111112
6,187,M,35-44,1:21:07,33556492,1931634790,Garmin Forerunner 935,NA,21.08,Valencia,2018,Halfmarathon,Garmin,-0.017500000000001847,0.017500000000001847,NA,1.3519444444444446
7,188,M,NA,1:21:09,15649100,1931796094,Garmin fenix 3,NA,21.26,Valencia,2018,Halfmarathon,Garmin,0.16250000000000142,0.16250000000000142,NA,1.3525
8,189,M,35-44,1:21:11,32711994,1931693168,Garmin Forerunner 235,NA,21.2,Valencia,2018,Halfmarathon,Garmin,0.10249999999999915,0.10249999999999915,NA,1.3530555555555557
9,190,M,25-34,1:21:12,10618729,1931698444,Garmin Forerunner 935,NA,21.18,Valencia,2018,Halfmarathon,Garmin,0.08249999999999957,0.08249999999999957,NA,1.3533333333333335
10,191,M,NA,1:21:16,20174184,1931636698,Garmin Forerunner 235,NA,21.22,Valencia,2018,Halfmarathon,Garmin,0.12249999999999872,0.12249999999999872,NA,1.3544444444444446
11,192,M,35-44,1:21:16,21736818,1932229619,Garmin fenix 5,NA,21.34,Valencia,2018,Halfmarathon,Garmin,0.24249999999999972,0.24249999999999972,NA,1.3544444444444446
12,193,M,35-44,1:21:23,21230600,1931575541,Garmin Forerunner 235,Nike Vaporfly 4%,21.29,Valencia,2018,Halfmarathon,Garmin,0.192499999999999,0.192499999999999,Nike,1.356388888888889
13,194,M,NA,1:21:23,18479829,1931788536,Garmin fenix 3,NA,21.4,Valencia,2018,Halfmarathon,Garmin,0.30249999999999844,0.30249999999999844,NA,1.356388888888889
14,195,M,NA,1:21:24,12399416,1931570742,Garmin fenix 3,NA,21.48,Valencia,2018,Halfmarathon,Garmin,0.3825000000000003,0.3825000000000003,NA,1.3566666666666667
15,196,M,NA,1:21:24,12256692,1931570752,Garmin fenix 3,NA,21.48,Valencia,2018,Halfmarathon,Garmin,0.3825000000000003,0.3825000000000003,NA,1.3566666666666667
16,197,M,25-34,1:21:24,10014860,1931579084,Polar V800,Nike Pegasus 35 Oro,21.41,Valencia,2018,Halfmarathon,Polar,0.3125,0.3125,Nike,1.3566666666666667
17,198,M,35-44,1:21:25,12495192,1931600496,Garmin Forerunner 235,NA,21.23,Valencia,2018,Halfmarathon,Garmin,0.13250000000000028,0.13250000000000028,NA,1.3569444444444445
18,199,F,NA,1:21:29,21804706,1931648491,Polar M430,New Balance 1400V4,21.47,Valencia,2018,Halfmarathon,Polar,0.3724999999999987,0.3724999999999987,New Balance,1.3580555555555556
19,200,M,25-34,1:21:31,2839564,1931540846,Garmin Forerunner 735XT,Adidas Boston 7,21.21,Valencia,2018,Halfmarathon,Garmin,0.11250000000000071,0.11250000000000071,Adidas,1.3586111111111112
0,201,M,35-44,1:21:33,26284254,1933217727,TomTom,Nike Vomero 11,21.22,Valencia,2018,Halfmarathon,TomTom,0.12249999999999872,0.12249999999999872,Nike,1.3591666666666669
1,202,M,25-34,1:21:35,18074287,1931751202,Garmin fenix 3,Adidas Supernova,21.33,Valencia,2018,Halfmarathon,Garmin,0.23249999999999815,0.23249999999999815,Adidas,1.3597222222222223
2,203,M,25-34,1:21:37,14650331,1931699887,Garmin fenix 5S,NA,21.35,Valencia,2018,Halfmarathon,Garmin,0.2525000000000013,0.2525000000000013,NA,1.360277777777778
3,204,M,25-34,1:21:37,32862159,1931699904,Garmin fenix 5S,NA,21.35,Valencia,2018,Halfmarathon,Garmin,0.2525000000000013,0.2525000000000013,NA,1.360277777777778
4,205,M,35-44,1:21:38,29975146,1931798244,Garmin fenix 3,NA,21.32,Valencia,2018,Halfmarathon,Garmin,0.22250000000000014,0.22250000000000014,NA,1.3605555555555557
5,206,M,25-34,1:21:40,24799162,1931644173,Garmin Forerunner 235,NA,21.22,Valencia,2018,Halfmarathon,Garmin,0.12249999999999872,0.12249999999999872,NA,1.3611111111111112
6,207,M,NA,1:21:40,3075586,1931822584,Polar M400,NA,21.4,Valencia,2018,Halfmarathon,Polar,0.30249999999999844,0.30249999999999844,NA,1.3611111111111112
7,208,M,35-44,1:21:41,14254839,1931559018,Garmin fenix 3,NA,21.38,Valencia,2018,Halfmarathon,Garmin,0.28249999999999886,0.28249999999999886,NA,1.361388888888889
8,209,M,35-44,1:21:45,15738327,1931874600,Polar M400,Nike Zoom Elite 10,21.38,Valencia,2018,Halfmarathon,Polar,0.28249999999999886,0.28249999999999886,Nike,1.3625
9,210,M,35-44,1:21:46,7339263,1931608688,Garmin Forerunner 920XT,Nike Pegasus 35,21.27,Valencia,2018,Halfmarathon,Garmin,0.17249999999999943,0.17249999999999943,Nike,1.3627777777777779
10,211,M,35-44,1:21:51,12807968,1934534273,Garmin Forerunner 235,NA,21.2,Valencia,2018,Halfmarathon,Garmin,0.10249999999999915,0.10249999999999915,NA,1.3641666666666667
11,212,M,NA,1:21:54,18307190,1931553084,Garmin Forerunner 920XT,NA,21.32,Valencia,2018,Halfmarathon,Garmin,0.22250000000000014,0.22250000000000014,NA,1.365
12,213,M,25-34,1:21:59,8191595,1931566014,Garmin fenix 2,Adidas Supernova Sequence,21.34,Valencia,2018,Halfmarathon,Garmin,0.24249999999999972,0.24249999999999972,Adidas,1.3663888888888889
13,214,M,25-34,1:22:01,33340851,2063062263,Garmin Forerunner 235,NA,21.2,Valencia,2018,Halfmarathon,Garmin,0.10249999999999915,0.10249999999999915,NA,1.3669444444444445
14,215,M,35-44,1:22:02,1282853,1931951777,Garmin Forerunner 225,NA,21.17,Valencia,2018,Halfmarathon,Garmin,0.07250000000000156,0.07250000000000156,NA,1.3672222222222223
15,216,M,NA,1:22:02,17091068,1932056777,Garmin fenix 3,NA,21.3,Valencia,2018,Halfmarathon,Garmin,0.20250000000000057,0.20250000000000057,NA,1.3672222222222223
16,217,M,25-34,1:22:03,28424518,1931898630,Garmin fenix 5,NA,21.32,Valencia,2018,Halfmarathon,Garmin,0.22250000000000014,0.22250000000000014,NA,1.3675
17,218,M,25-34,1:22:04,9691612,1931603247,Suunto Ambit3 Sport,NA,21.31,Valencia,2018,Halfmarathon,Suunto,0.21249999999999858,0.21249999999999858,NA,1.3677777777777778
18,219,M,20-24,1:22:10,33251370,1931895226,Garmin Forerunner 230,NA,21.24,Valencia,2018,Halfmarathon,Garmin,0.1424999999999983,0.1424999999999983,NA,1.3694444444444445
19,220,M,NA,1:22:12,8937050,1931591546,Garmin fenix 3,NA,21.28,Valencia,2018,Halfmarathon,Garmin,0.182500000000001,0.182500000000001,NA,1.37
0,221,M,35-44,1:22:14,465731,1931999177,Garmin Forerunner 920XT,Adidas Adizero Boston 6,21.23,Valencia,2018,Halfmarathon,Garmin,0.13250000000000028,0.13250000000000028,Adidas,1.3705555555555555
1,222,F,NA,1:22:15,13274724,1931568011,Garmin Forerunner 630,NA,21.24,Valencia,2018,Halfmarathon,Garmin,0.1424999999999983,0.1424999999999983,NA,1.3708333333333333
2,223,M,35-44,1:22:15,31022080,1933121729,Polar M400,NA,21.32,Valencia,2018,Halfmarathon,Polar,0.22250000000000014,0.22250000000000014,NA,1.3708333333333333
3,224,M,25-34,1:22:17,22349693,1931846673,Garmin Forerunner 235,NA,21.23,Valencia,2018,Halfmarathon,Garmin,0.13250000000000028,0.13250000000000028,NA,1.371388888888889
4,225,NA,NA,1:22:17,9159127,2004351612,Garmin Forerunner 735XT,NA,21.23,Valencia,2018,Halfmarathon,Garmin,0.13250000000000028,0.13250000000000028,NA,1.371388888888889
5,226,M,25-34,1:22:17,1835980,2061794353,Garmin fenix 3,Asics Noosa 7,21.37,Valencia,2018,Halfmarathon,Garmin,0.27250000000000085,0.27250000000000085,Asics,1.371388888888889
6,227,M,35-44,1:22:23,18996324,1931562169,Suunto Spartan Sport,Saucony Type A8,21.33,Valencia,2018,Halfmarathon,Suunto,0.23249999999999815,0.23249999999999815,Saucony,1.3730555555555557
7,228,M,NA,1:22:28,20707535,1931739656,Garmin Forerunner 220,NA,21.26,Valencia,2018,Halfmarathon,Garmin,0.16250000000000142,0.16250000000000142,NA,1.3744444444444446
8,229,M,NA,1:22:31,8741212,1931550741,Garmin fenix 5,NA,21.33,Valencia,2018,Halfmarathon,Garmin,0.23249999999999815,0.23249999999999815,NA,1.3752777777777778
9,230,NA,NA,1:22:31,7097642,1931661754,Garmin fenix 5,NA,21.29,Valencia,2018,Halfmarathon,Garmin,0.192499999999999,0.192499999999999,NA,1.3752777777777778
10,231,M,25-34,1:22:38,33029541,1932071417,Garmin vivoactive HR,NA,21.04,Valencia,2018,Halfmarathon,Garmin,-0.057500000000000995,0.057500000000000995,NA,1.3772222222222223
11,232,M,NA,1:22:38,13904880,1932201632,Suunto Spartan Sport,NA,21.31,Valencia,2018,Halfmarathon,Suunto,0.21249999999999858,0.21249999999999858,NA,1.3772222222222223
12,233,M,35-44,1:22:39,25844673,1931581998,Garmin fenix 3,NA,21.34,Valencia,2018,Halfmarathon,Garmin,0.24249999999999972,0.24249999999999972,NA,1.3775
13,234,M,35-44,1:22:39,23112979,2042534859,Garmin fenix 5,NA,21.34,Valencia,2018,Halfmarathon,Garmin,0.24249999999999972,0.24249999999999972,NA,1.3775
14,235,M,45-54,1:22:46,11303943,1931598043,Garmin Forerunner 235,Nike Elite 9,21.21,Valencia,2018,Halfmarathon,Garmin,0.11250000000000071,0.11250000000000071,Nike,1.3794444444444445
15,236,M,35-44,1:22:46,8474733,1931798982,Polar V800,NA,21.49,Valencia,2018,Halfmarathon,Polar,0.3924999999999983,0.3924999999999983,NA,1.3794444444444445
16,237,M,35-44,1:22:47,1749340,1931829329,Garmin fenix 3,Adidas Boston 6 Ss18,21.35,Valencia,2018,Halfmarathon,Garmin,0.2525000000000013,0.2525000000000013,Adidas,1.3797222222222223
17,238,NA,NA,1:22:50,10653344,1931599269,Garmin fenix 3,NA,21.32,Valencia,2018,Halfmarathon,Garmin,0.22250000000000014,0.22250000000000014,NA,1.3805555555555555
18,239,M,25-34,1:22:50,17498261,1934233824,Huami Amazfit Sports Watch,NA,21.15,Valencia,2018,Halfmarathon,Huami,0.05249999999999844,0.05249999999999844,NA,1.3805555555555555
19,240,M,35-44,1:22:52,29426956,1931635353,Garmin fenix 3,NA,21.24,Valencia,2018,Halfmarathon,Garmin,0.1424999999999983,0.1424999999999983,NA,1.3811111111111112
1,242,M,35-44,1:22:55,5994740,1931540103,Garmin Forerunner 230,NA,21.19,Valencia,2018,Halfmarathon,Garmin,0.09250000000000114,0.09250000000000114,NA,1.3819444444444444
2,243,M,25-34,1:22:59,17124902,1932064621,Garmin Forerunner 25,NA,21.21,Valencia,2018,Halfmarathon,Garmin,0.11250000000000071,0.11250000000000071,NA,1.3830555555555555
3,244,M,25-34,1:23:00,22243119,1931591217,Garmin fenix 3,Mizuno Hitogami 3,21.1,Valencia,2018,Halfmarathon,Garmin,0.002500000000001279,0.002500000000001279,Mizuno,1.3833333333333333
5,246,M,25-34,1:23:03,33356324,1931578908,Suunto,NA,21.38,Valencia,2018,Halfmarathon,Suunto,0.28249999999999886,0.28249999999999886,NA,1.3841666666666665
6,247,M,25-34,1:23:03,16692513,1931588716,Garmin Forerunner 220,Asics Cumulus 16,21.25,Valencia,2018,Halfmarathon,Garmin,0.15249999999999986,0.15249999999999986,Asics,1.3841666666666665
7,248,M,45-54,1:23:05,6062499,1932741841,Garmin Forerunner 910XT,NA,21.27,Valencia,2018,Halfmarathon,Garmin,0.17249999999999943,0.17249999999999943,NA,1.3847222222222222
8,249,M,35-44,1:23:06,26651421,1931544841,Garmin Forerunner 235,NA,21.22,Valencia,2018,Halfmarathon,Garmin,0.12249999999999872,0.12249999999999872,NA,1.385
9,250,M,35-44,1:23:06,10196588,1931607771,Garmin Forerunner 620,NA,21.13,Valencia,2018,Halfmarathon,Garmin,0.03249999999999886,0.03249999999999886,NA,1.385
10,251,M,35-44,1:23:06,20129903,1931643899,Garmin Forerunner 620,Asics Kayano 23,21.22,Valencia,2018,Halfmarathon,Garmin,0.12249999999999872,0.12249999999999872,Asics,1.385
11,252,NA,NA,1:23:06,12569969,1931929601,Garmin fenix 3,NA,21.34,Valencia,2018,Halfmarathon,Garmin,0.24249999999999972,0.24249999999999972,NA,1.385
12,253,M,35-44,1:23:06,25124700,1933633459,Garmin Forerunner 620,NA,21.13,Valencia,2018,Halfmarathon,Garmin,0.03249999999999886,0.03249999999999886,NA,1.385
13,254,M,35-44,1:23:08,35574362,1931703040,Garmin Forerunner 235,NA,21.21,Valencia,2018,Halfmarathon,Garmin,0.11250000000000071,0.11250000000000071,NA,1.3855555555555554
14,255,M,45-54,1:23:11,28222775,1931661440,Garmin Forerunner 935,NA,21.3,Valencia,2018,Halfmarathon,Garmin,0.20250000000000057,0.20250000000000057,NA,1.386388888888889
15,256,M,NA,1:23:11,9291433,2089120850,Garmin Forerunner 910XT,NA,21.31,Valencia,2018,Halfmarathon,Garmin,0.21249999999999858,0.21249999999999858,NA,1.386388888888889
16,257,M,25-34,1:23:15,29260613,1931529824,Garmin Forerunner 235,NA,21.21,Valencia,2018,Halfmarathon,Garmin,0.11250000000000071,0.11250000000000071,NA,1.3875
17,258,M,45-54,1:23:17,33545934,1932303034,Garmin fenix 5,NA,21.4,Valencia,2018,Halfmarathon,Garmin,0.30249999999999844,0.30249999999999844,NA,1.3880555555555556
18,259,M,35-44,1:23:17,10008976,1932336687,Polar M400,Adidas Ultraboost 4.0,21.31,Valencia,2018,Halfmarathon,Polar,0.21249999999999858,0.21249999999999858,Adidas,1.3880555555555556
19,260,M,35-44,1:23:17,30248226,1932895255,Garmin Forerunner 920XT,NA,21.18,Valencia,2018,Halfmarathon,Garmin,0.08249999999999957,0.08249999999999957,NA,1.3880555555555556
0,261,M,NA,1:23:18,91228,1931595111,Garmin Forerunner 220,Saucony Kinvara 8,21.2,Valencia,2018,Halfmarathon,Garmin,0.10249999999999915,0.10249999999999915,Saucony,1.3883333333333332
1,262,M,NA,1:23:19,15537129,1932296687,Garmin fenix 5 Plus,NA,21.37,Valencia,2018,Halfmarathon,Garmin,0.27250000000000085,0.27250000000000085,NA,1.388611111111111
2,263,M,35-44,1:23:20,25647190,1932075248,Garmin Forerunner 310XT,NA,21.29,Valencia,2018,Halfmarathon,Garmin,0.192499999999999,0.192499999999999,NA,1.3888888888888888
3,264,M,25-34,1:23:20,18129469,1932335763,Garmin Forerunner 235,NA,21.22,Valencia,2018,Halfmarathon,Garmin,0.12249999999999872,0.12249999999999872,NA,1.3888888888888888
4,265,M,35-44,1:23:21,5405134,1931568986,Garmin fenix 5,New Balance 1500 V3,21.33,Valencia,2018,Halfmarathon,Garmin,0.23249999999999815,0.23249999999999815,New Balance,1.3891666666666667
5,266,M,35-44,1:23:23,11235305,1931839484,Garmin Forerunner 735XT,NA,21.27,Valencia,2018,Halfmarathon,Garmin,0.17249999999999943,0.17249999999999943,NA,1.3897222222222223
6,267,M,35-44,1:23:25,17439449,1931568505,Garmin fenix 3,NA,21.37,Valencia,2018,Halfmarathon,Garmin,0.27250000000000085,0.27250000000000085,NA,1.3902777777777777
7,268,M,25-34,1:23:25,21474176,1931721575,Garmin Forerunner 35,NA,21.21,Valencia,2018,Halfmarathon,Garmin,0.11250000000000071,0.11250000000000071,NA,1.3902777777777777
8,269,M,NA,1:23:25,20766769,1931999583,Suunto Ambit3 Sport,New Balance Vazee Prism V2,21.39,Valencia,2018,Halfmarathon,Suunto,0.2925000000000004,0.2925000000000004,New Balance,1.3902777777777777
9,270,M,25-34,1:23:27,21274222,1932025487,Garmin Forerunner 35,NA,21.24,Valencia,2018,Halfmarathon,Garmin,0.1424999999999983,0.1424999999999983,NA,1.3908333333333334
10,271,M,NA,1:23:30,18087641,1931780910,Garmin Forerunner 230,NA,21.22,Valencia,2018,Halfmarathon,Garmin,0.12249999999999872,0.12249999999999872,NA,1.3916666666666666
11,272,M,45-54,1:23:31,22970140,1931541872,Garmin Forerunner 235,NA,21.4,Valencia,2018,Halfmarathon,Garmin,0.30249999999999844,0.30249999999999844,NA,1.3919444444444444
12,273,M,45-54,1:23:31,26787389,1931541874,Garmin Forerunner 235,NA,21.44,Valencia,2018,Halfmarathon,Garmin,0.34250000000000114,0.34250000000000114,NA,1.3919444444444444
13,274,M,35-44,1:23:31,6519483,1931569346,Garmin Forerunner 230,NA,21.24,Valencia,2018,Halfmarathon,Garmin,0.1424999999999983,0.1424999999999983,NA,1.3919444444444444
14,275,M,35-44,1:23:31,16157349,1931570663,Suunto Spartan Ultra,Brooks Glycerin 16,21.32,Valencia,2018,Halfmarathon,Suunto,0.22250000000000014,0.22250000000000014,Brooks,1.3919444444444444
15,276,M,35-44,1:23:32,3894487,1931550830,Garmin Forerunner 235,Adidas Adios,21.22,Valencia,2018,Halfmarathon,Garmin,0.12249999999999872,0.12249999999999872,Adidas,1.3922222222222222
16,277,M,35-44,1:23:33,25244174,1931603879,Garmin Forerunner 735XT,NA,21.18,Valencia,2018,Halfmarathon,Garmin,0.08249999999999957,0.08249999999999957,NA,1.3925
17,278,M,55-64,1:23:36,25413000,1931550579,Garmin Forerunner 935,NA,21.26,Valencia,2018,Halfmarathon,Garmin,0.16250000000000142,0.16250000000000142,NA,1.3933333333333333
18,279,M,55-64,1:23:37,24240682,1931601863,Garmin Forerunner 235,NA,21.14,Valencia,2018,Halfmarathon,Garmin,0.042500000000000426,0.042500000000000426,NA,1.3936111111111111
19,280,M,NA,1:23:42,4378981,1931609811,Garmin Forerunner 920XT,NA,21.2,Valencia,2018,Halfmarathon,Garmin,0.10249999999999915,0.10249999999999915,NA,1.395
0,281,M,45-54,1:23:42,31007698,1931762848,Garmin Forerunner 25,NA,21.25,Valencia,2018,Halfmarathon,Garmin,0.15249999999999986,0.15249999999999986,NA,1.395
1,282,M,35-44,1:23:42,7258367,1931807326,Garmin Forerunner 735XT,New Balance Vazee Pace,21.19,Valencia,2018,Halfmarathon,Garmin,0.09250000000000114,0.09250000000000114,New Balance,1.395
2,283,M,25-34,1:23:42,22996380,1931948952,Polar M400,Brooks Adrenaline Gts 18,21.33,Valencia,2018,Halfmarathon,Polar,0.23249999999999815,0.23249999999999815,Brooks,1.395
3,284,M,35-44,1:23:42,16369091,1932983464,Garmin Forerunner 910XT,NA,21.18,Valencia,2018,Halfmarathon,Garmin,0.08249999999999957,0.08249999999999957,NA,1.395
4,285,M,25-34,1:23:46,22506828,1931592246,TomTom,New Balance 1500V4,21.25,Valencia,2018,Halfmarathon,TomTom,0.15249999999999986,0.15249999999999986,New Balance,1.396111111111111
5,286,M,35-44,1:23:47,33870172,1931667636,Garmin fenix 3,NA,21.32,Valencia,2018,Halfmarathon,Garmin,0.22250000000000014,0.22250000000000014,NA,1.396388888888889
6,287,M,NA,1:23:47,15897045,1932727165,Suunto Ambit3 Sport,NA,21.36,Valencia,2018,Halfmarathon,Suunto,0.2624999999999993,0.2624999999999993,NA,1.396388888888889
7,288,M,20-24,1:23:55,7622573,1931691456,Suunto Spartan Sport,NA,21.08,Valencia,2018,Halfmarathon,Suunto,-0.017500000000001847,0.017500000000001847,NA,1.398611111111111
